,specialty,links,question,answer
329,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thoi-gian-am-tinh-khi-bi-covid-19-la-bao-lau,Em năm nay 27 tuổi. vợ em 25 tuổi. 2 vợ chồng em mắc covid đã 7 ngày rồi nhưng test vẫn dương tính. trong người thì nge khoẻ không có biểu hiện gì cả. vợ em thì đau bụng với lâu thay ho thôi. tại e  ở trọ nên 2 vợ chồng bị covid nhưng sinh hoạt chung. cho em hỏi liêu bao lâu là âm tính lại covid ạ. 7 ngày em test vẫn 2 vạch ,"Chào bạn, 2 vợ chồng bạn đã tiêm đủ liều vacxin chưa? Sau 7 ngày test vẫn dương tính thì bạn test lại ngày thứ 10 nhé, ngoài ra bạn nên xúc họng và tuân thủ 5K để phòng trường hợp nhiễm lại nhé. Nếu cần hỗ trợ bạn liên hệ chat với bác sĩ edoctor để được hỗ trợ nha. Chúc bạn nhiều sức khỏe!"
330,Chủ đề nổi bật,https://edoctor.io/hoi-dap/nhung-trieu-chung-hau-covid-19-cua-be-nho-co-gi,,
331,Chủ đề nổi bật,https://edoctor.io/hoi-dap/2-ben-amidan-co-xuat-hien-cac-vet-nhu-loet-la-trieu-chung-cua-benh-gi,"chào bác sĩ
em là nam, 30 tuổi
hôm trước em phát hiện ở 2 bên amidan có xuất hiện các vết như loét nhưng ko đau đớn gì. Bác sĩ xem giúp em đó là triệu chứng gì ạ. 
em cảm ơn","Chào bạn! Cảm ơn bạn đã gửi câu hỏi đến eDoctor! Họng bạn có xung huyết và hai amydal quá phát, điều đó có thể gợi ý bạn bị viêm họng tái đi tái lại. Bạn nên đi khám chuyên khoa tai mũi họng để đánh giá toàn diện hơn. Trân trọng!"
332,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thoi-gian-xoa-can-va-phuong-phap-xoa-can-an-toan-tot-nhat,"Xin chào các Bác sỹ . Tôi năm nay 30 tuổi . tôi bị cận thị 2 độ ,đã đeo kính được 14 năm , 3 -4 năm lại đây không có tăng độ . Tôi đang dự định mổ mắt xoá cận thị , vì không thích đeo kính lâu dài nữa . Xin bác sỹ cho tôi ý kiến có nên điều trị bằng phương pháp đó không ạ ? xin cảm ơn!","Chào bạn. Tùy theo sở thích, nhu cầu, yêu cầu công việc của bạn mà có thể phẫu thuật để điều trị hay không. Tuy nhiên bạn nên lưu ý có thể có một số biến chứng sau mổ như khô mắt, lật vạt, thâm nhập biểu mô...Thân mến. "
333,Chủ đề nổi bật,https://edoctor.io/hoi-dap/mac-du-da-mac-do-am-day-du-nhung-tay-chan-van-lanh-la-dau-hieu-cua-benh-gi,"em cao 1m69 nặng 58kg, gần đây trời lạnh sâu e dù mặc ấm nhưng vẫn có cảm giác lạnh đặc biệt là tay và chân cho dù đã đi tất và găng tay. không biết như vậy là bị làm sao ah. mong bác sỹ tư vấn. trân trọng","Chào bạn. Bạn cần xem có bị thiếu máu hay không, có bị nhợt đầu chi hay không, bạn đã ăn đủ no chưa, chỗ bạn ngồi có gió lùa hay không. Khi nhiệt độ thấp nhiều đa số mọi người đều có cảm giác lạnh nhất là tay chân. Bạn nên theo dõi thêm. Thân mến. "
334,Chủ đề nổi bật,https://edoctor.io/hoi-dap/dau-dau-het-ben-trai-sang-ben-phai-co-nguy-hiem-khong,"cháu 15t, cháu hay bị đau về đầu, hay bị nhức và đau nửa đầu. Lâu lâu nó đau bên phải rồi bên trái rồi lại đau ở vị trí khác ở đầu. Bác cho cháu hỏi là nó có Nguy hiểm không ạ","Chào bạn, gần đây bạn có mất ngủ, stress hay ít ngủ không? Trước giờ bạn có viêm mũi xoang không? Ở tuổi bạn đau đầu thường do căng cơ. Nếu nghỉ ngơi và điều chỉnh chế độ sinh hoạt không khiến bạn giảm đau thì bạn nên đến chuyên khoa thần kinh khám và điều trị nhé. Chúc bạn nhiều sức khỏe!"
335,Chủ đề nổi bật,https://edoctor.io/hoi-dap/san-pham-dieu-tri-nut-got-chan-tot-nhat,"Mẹ tôi năm nay 56 tuổi khi trời khô lạnh hay bị nứt gót chân và đau rát rất khó chịu, vậy không biết rằng sản phẩm nào tốt nhất có thể hỗ trợ điều trị gót chân tốt nhất bác sĩ có thể cho tôi xin thông tin được không?

Cám ơn bác sĩ rất nhiều","Xin chào bạn. Mình xin cảm ơn câu hỏi của bạn. Do bạn chưa cung cấp được hình ảnh mà chỉ với những thông tin này thì mình khó đưa ra được chẩn đoán chính xác. Nhưng mình có thể gợi ý mẹ bạn đang mắc tình trạng chàm nứt nẻ ở gót chân. Bạn có thể cho mẹ sử dụng các sản phẩm dưỡng ẩm, tiêu sừng để giúp dưỡng da và loại dần lớp da nứt nẻ ra. Tuy nhiên cần đòi hỏi điều trị khá lâu dài nhé. Chúc bạn nhiều sức khoẻ. Thân chào bạn. "
336,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cach-khac-phuc-do-mo-hoi-tay-chan,"Chào bác sĩ ạ, cháu tên Hương cháu sinh năm 2007 
bác sĩ cho cháu hỏi cháu bị đổ mồ hôi tay và chân thường xuyên ngày nào cũng có hết. Hễ miễn bị nóng nực thì lại ra mồ hôi.Ngay khi đi ngủ tức vào ban đêm cũng bị đổ mồ hôi. Đổ mồ hôi tay chân ảnh hưởng đến việc học tập và những hoạt động khác của cháu lắm, đặc biệt là khi đổ mồ hôi cháu rất ngại giao tiếp với mọi người xung quanh. Bác sĩ ơi làm sao để cháu không bị đổ mồ hôi chân tay nữa ạ?","chào bạn
tình trạng của e nên đi khám và điều trị tại khoa tim mạch mạch máu
để bs chuyên khoan khám đánh giá, nếu cần chuyên khoa  sẽ phẫu thuật hạch để giảm bớt mồ hôi tay em nhé
Trân trọng!
"
337,Chủ đề nổi bật,https://edoctor.io/hoi-dap/nuot-phai-con-ruoi-thi-co-bi-gi-khong,Cho tôi hỏi là khi bị nuốt phải con ruồi thì tôi phải làm gì?,"Chào bạn! Cảm ơn bạn đã gửi câu hỏi đến eDoctor! Với trường hợp bạn chắc chắn nuốt phải con ruồi thì bạn cần làm đó là sống, sinh hoạt, làm việc bình thường, và chú ý quan sát kỹ khi ăn mà thôi! Còn về phần con ruồi xấu số kia, nó sẽ được tiêu hóa và được hóa kiếp trong an lành! Trân trọng!"
338,Chủ đề nổi bật,https://edoctor.io/hoi-dap/vet-gan-do-trong-mat-lam-sao-het-va-do-co-phai-la-dang-mac-benh-gi-ve-mat-khong,"Em là nam 21 tuổi. Trong mắt em có các vệt gân đỏ, em bị tầm 1 năm rồi ạ, em chỉ nhỏ mắt cho mắt không bị khô và mỏi thôi ạ. (Em có tật cận thị ạ)","Chào bạn, nhìn thấy một vài mạch máu ở máu đỏ ở mắt không nói lên bệnh gì, có thể do bạn bị khô mắt, thoái hóa kết mạc... Bạn cần đi khám trực tiếp để bác sĩ thăm khám. Bạn nhỏ thuốc nếu không đúng loại có thể gây khô mắt nặng hơn. Thân mến. "
339,Chủ đề nổi bật,https://edoctor.io/hoi-dap/loai-my-pham-nao-giup-khac-phuc-tham-do-mun-de-lai-tot-nhat,em bị thâm mụn lưng và đang dùng AHA để bôi. Em nên sử dụng thêm kem để bôi cùng không ạ,"Xin chào em. Anh xin cám ơn câu hỏi của em. Em có thể phối hợp với kem bôi có chứa acid azelaic, acid kojic, vitamin C… em nhé. Tuy nhiên cần cung cấp hình ảnh và thêm thông tin để anh có thể tư vấn chi tiết hơn nhé em. Chúc em nhiều sức khoẻ. Thân chào em. "
340,Chủ đề nổi bật,https://edoctor.io/hoi-dap/xet-nghiem-ung-thu-tuyen-giap-co-can-nhin-an-bo-thuoc-khong,"xin chào bác sĩ cho con hỏi xét nghiệm FT3,FT4 có cần nghịn ăn , và ngưng dùng thuốc trước 1 hôm không ạ","Chào bạn, bạn đang dùng thuốc điều trị bệnh gì? Nếu bạn đang cần điều chỉnh liều thuốc thì vẫn dùng thuốc như bình thường cho đến ngày đi khám và không cần nhịn ăn nhé. Chúc bạn nhiều sức khoẻ!"
341,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thung-mang-nhi-dau-tu-o-tre-2-tuoi-co-the-tu-lanh-hay-khong,"chào bác sĩ con tôi 2 tuổi  bị thủng màng nhỉ đầu tù .do bông ngoáy tai chọt vào  .bây giờ phải như thế nào ạ . có cần vá màng nhỉ ạ .. có để tự lành được ạ. có điều trị , thì điều trị ở đâu tốt ạ . xin bác sĩ cho lời khuyên ","Chào bạn, nếu thủng màng nhĩ thì không cần phải làm gì cả đâu bạn nhé, vì nó không ảnh hưởng tới sức nghe và ở trẻ nhỏ có thể sẽ tự liền lại nếu tổn thương nhỏ, và nếu không liền lại cũng không sao cả, quan trọng là biết được chính xác nguyên nhân gây thủng mà thôi. Khi gội đầu cho bé thì chú ý không để nước chảy vô hoặc lấy bông gòn chặn bên ngoài lại là được thôi. Trân trọng!"
342,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thuoc-ich-giap-vuong-cho-nguoi-bi-buou-giap-lanh-co-duoc-khong,chào bác sĩ. vợ tôi bị bướu giáp siêu âm kq như vầy. trước đây nhỏ hơn và đã sinh thiết bướu lành. tôi định mua ích giáp vương cho vợ uống được không ạ. xin cám ơn bs.,"Chào anh, hiện chị siêu âm và chọc tế bào cách đây bao lâu và hiện tại chị có triệu chứng gì như đau vùng cổ, mất ngủ hoặc ngủ nhiều, gầy sút cân hoặc tăng cân, hồi hộp trống ngực gì không ạ? Anh nên cho chị đến chuyên khoa Nội tiết để được khám làm thêm các xét nghiệm và tư vấn cụ thể hơn nha. Chúc anh chị nhiều sức khoẻ và năm mới nhiều niềm vui!"
343,Chủ đề nổi bật,https://edoctor.io/hoi-dap/xung-quanh-giac-mac-co-vet-mau-vang-la-dau-hieu-cua-benh-gi,"Chào bác sĩ cháu là Nam, năm nay cháu 16 tuổi. 
Khoảng 2 tuần trở lại đây, vùng xung quanh giác mạc của cháu có một vài vệt màu vàng. 
Cháu có sử dụng thuốc nhỏ mắt Vrohto màu xanh lá cây với hi vọng sẽ giảm đi đôi chút, nhưng nó vẫn như vậy. 
Mong nhận được phản hồi từ các bác sĩ của ạ.
Cháu cảm ơn!
 (Hình ảnh ở dưới là hình ảnh trên mạng và khá sát với triệu chứng bệnh của cháu)","Chào bạn, do bạn không nói rõ vị trí mấy giờ ở vùng quanh giác mạc và không có hình ảnh chính xác nên khó chẩn đoán ạ. Có thể bạn đang có mộng mỡ nếu tổn thương ở vị trí 3 giờ hoặc 9 giờ, có thể do rối loạn chuyển hóa đồng, rối loạn chức năng gan...Bạn nên đi khám chuyên khoa mắt để bác sĩ thăm khám, chẩn đoán và điều trị. Thân mến. "
344,Chủ đề nổi bật,https://edoctor.io/hoi-dap/noi-me-day-kem-sot-theo-doi-va-cach-cham-soc-the-nao,"Bé nhà tôi bị nổi mề đay đã thăm khám da liễu uống thuốc và bôi 10 ngày thì đỡ nhưng dừng thuốc thì bị lại. nay cháu vừa nổi mề đay kèm theo sốt 38 độ. bé 7 tuổi nặng 24.5kg. xin hỏi cách chăm sóc và theo dõi, hiện đang đợi kết quả xét nghiệm máu ạ. cảm ơn bác sĩ","Chào bạn, nếu bé sốt trên 38.5 độ C bạn nên cho bé uống Paracetamol với liều 15mg/ kg cân nặng một lần và tổng liều 60mg/kg cân nặng một ngày, các lần cách nhau 4-6 tiếng. Vấn đề bé bị mày đay cần tìm tác nhân dị ứng là gì bằng cách làm test dị nguyên, từ đó phòng tránh tiếp xúc tác nhân mới đỡ được, nếu không bé sẽ bị đi bị lại ạ. Thân mến. "
345,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tai-sao-test-nhanh-luc-am-tinh-luc-duong-tinh,,
346,Chủ đề nổi bật,https://edoctor.io/hoi-dap/uong-thuoc-tranh-thai-khan-cap-nhieu-co-anh-huong-den-sinh-san-sau-nay-khong,Em uống thuốc tránh thai khẩn cấp cách đây được 3 tuần rồi em uống lần này là lần 3 liệu có ảnh hưởng đến sinh sản sau này không ạ,"Chào bạn. Việc lạm dụng thuốc tránh thai khẩn cấp sẽ gây hại cho cơ thể phụ có thể gây teo niêm mạc tử cung, ảnh hưởng lâu dài tới khả năng sinh sản của phụ nữ. Nguy cơ mắc các bệnh về gan, thận, tim mạch, ung thư vú hay ung thư cơ quan sinh sản,... cao hơn. Vì vậy bạn nên chú ý sử dụng biện pháp tránh thai khác an toàn hơn. Thân mến.
"
347,Chủ đề nổi bật,https://edoctor.io/hoi-dap/chi-so-chuc-nang-gan-nhu-the-nay-co-dang-lo-ngai,em là nam 24 tuổi.  tối hôm qua em có uống 5 6 lon bia. sáng ngay 8h em có đi xét nghiệm men gan AST 42  ; ALT 30 ; GGT 94. liệu chỉ số men gan của em có cao lắm không. liệu hôm qua em có uống bia rồi hôm nay xét nghiệm có ảnh hưởng tới kết quả ko chính xác không ạ. bs tư vấn giúp em,"Chào bạn, cảm ơn bạn đã gửi câu hỏi đến eDoctor! Chỉ số của men gan của bạn với 2 chỉ số quan trọng là AST và ALT thì trong giới hạn bình thường còn chỉ số GGT bị ảnh hưởng rất nhiều bởi đồ uống có cồn, do vậy tăng cũng là dễ hiểu bạn nhé, và mức tăng cũng chưa đến mức lo ngại. Trân trọng!"
348,Chủ đề nổi bật,https://edoctor.io/hoi-dap/nguoi-cao-tuoi-mui-1-tiem-vaccine-moderna-mui-2-co-the-tiem-vaccine-verocell-khong,"Dạ chào bác sĩ, cho em hỏi người trên 50 tuổi, đã tiêm vacine covid 19 mũi 1 là moderna, thì sau 3_5 tháng có thể tiêm mũi 2 của hãng nào ạ, đặc biệt là verocell thì có sao không bác sĩ?, em cám ơn ạ.","Chào bạn! Cảm ơn bạn đã gửi câu hỏi đến eDoctor! Theo hướng dẫn chung về tiêm vaccine ngừa Covid 19 thì người tiêm mũi 1 vaccine của Moderna thì mũi 2 cũng sẽ vấn là Moderna để tạo miễn dịch hiệu quả và cao nhất, tới hơn 90%, tuy nhiên, trong trường hợp bất khả kháng vẫn có thể dùng vaccine khác và nên dùng của Pfizer, còn dùng Verocell thì không sao tuy nhiên đạt hiệu quả miễn dịch sẽ không như nghiên cứu của hãng được bạn nhé! Trân trọng!"
349,Chủ đề nổi bật,https://edoctor.io/hoi-dap/dang-mang-thai-uong-nuoc-ep-ca-rot-moi-ngay-co-tot-khong,"bác sĩ cho e hỏi.e năm nay 27 tuổi, đang mang thai tuần thứ 30. Uống nước ép cà rốt hàng ngày có tốt không ạ? Mẹ đang thai uống hàng ngày như vậy có bị táo bón không?","Chào bạn, nước ép cà rốt không nên dùng quá nhiều vì cà rốt chứa nhiều thành phần beta caroten B dẫn đến vàng da giả tạo (không phải bệnh lý). Các thức ăn đồ uống bạn nên dùng ở mức độ nhất định nha, không nên dùng quá nhiều bạn nhé. Dùng nước cà rốt thì không gây táo bón nha. Chúc bạn nhiều sức khỏe!"
350,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cach-khac-phuc-nghet-mui-o-tre-so-sinh,"chào bác sĩ, bé nhà em được 1 tháng 5 ngày, bé bị nghẹt mũi cả tuần nay, thấy bé không thở được em xót quá, ngủ cũng khó nữa. Mong bác sĩ giúp em ạ. em cám ơn ạ","Chào bạn, với bé nhà bạn thì có thể viêm đường hô hấp trên (viêm mũi họng) chưa loại trừ có viêm đường hô hấp dưới (viêm phế quản, phổi) vì trẻ sơ sinh diễn biến rất nhanh. Bạn nên đưa bé đến ngay chuyên khoa hô hấp nhi để khám và chẩn đoán điều trị sớm nhé. Chúc bạn nhiều sức khỏe!"
351,Chủ đề nổi bật,https://edoctor.io/hoi-dap/uong-thuoc-than-kinh-co-anh-huong-den-gioi-tinh,Em hay uống thuốc thần kinh. Vậy phải làm thế nào ạ (suy nghĩ về giới tính)?,"Chào bạn
Tình trạng của bạn uống thần kinh là thuốc gì ạ? bác sỹ cần tên cụ thể để tư vấn.
 Nếu thuốc bổ thần kinh, thì khg ảnh hưởng đến giới tính.
Trân trọng!
"
352,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cac-dau-hieu-dien-hinh-cua-benh-ruot-kich-thich,"chào các bác sĩ, tôi là nữ 32 tuổi, gần đây tôi có hiện tượng đánh rắm trong lúc ngủ (xảy ra thường xuyên, 1 tối vài lần), điều này ảnh hưởng rất lớn đến giấc ngủ vì sau mỗi lần như thế tôi lại giật mình tỉnh giấc và cảm thấy xấu hổ. Tôi có cảm thấy tiêu hoá của tôi gần đây có vấn đề, hay đầy bụng, ọc ạch, đôi khi đau bụng, tôi có tiền sử trào ngược nên mỗi tối trc khi đi ngủ thời gian gần đây tôi có sử dụng thuốc Omeprazol. Tôi muốn hỏi bác sĩ nguyên nhân và cách khắc phục bệnh, cám ơn các bác sĩ rất nhiều","Chào bạn, bạn không nên sử dụng omeprazol nếu không có chỉ định của bác sĩ theo đợt bệnh. Nguyên nhân gây hiện tượng đánh hơi, đầy bụng có thể do hội chứng ruột kích thích, viêm đại tràng... Bạn nên đi khám chuyên khoa nội tiêu hóa để bác sĩ thăm khám, chẩn đoán và điều trị. Thân mến. "
353,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thoi-gian-phuc-hoi-chuc-nang-sau-chan-thuong,"E chào bs!
Bs cho e hỏi: E năm nay 28t. Tay e bị gãy 2 xương trụ và xương quay tay phải đã hơn 2 năm, đã phẫu thuật nẹp vít.
Nay e muốn đi tháo ra. Bs cho e hỏi sau khi tháo nẹp bao lâu tay có thể vận động đc bình thường như làm việc nhà, đi xe máy, bế con...
Sau mổ lấy nẹp vận động nhiều tay có dể bị gãy hơn bth ko ạ?
Mong bs phản hồi. E cám ơn!","chào bạn 
Tình trạng của bạn 2 năm gãy xương trụ, xương quay. Bạn cần đi chụp phim ,để kiểm tra lại can xương lành xương như thế nào.Đã tốt hay chưa?
Thông thường 2 năm thì xương chi trên cũng lành tốt rồi ạ và hoạt động bình thường rồi ạ. 
Về hoạt động dễ gãy hơn bình thường thì do bạn cũng có tiền sử gãy cẳng tay nên cũng nên hoạt động lao động nhẹ nhàng tăng dần.Tránh lao động ngay khi mới tháo nẹp.
Trân trọng!
"
354,Chủ đề nổi bật,https://edoctor.io/hoi-dap/nghet-mui-chay-nuoc-mui-lam-sao-de-het,Chào bác sĩ ạ em là nữ 17 tuổi. Em bị nghẹt mũi và chảy nước mũi mấy tháng nay nhưng uống thuốc không bớt với hay bị ngứa mũi thì phải làm sao ạ ?? ,"Chào bạn, dựa theo triệu chứng bạn mô tả có thể bạn đang bị viêm mũi xoang và có thể do dị ứng gây ra. Dịch ứ trong xoang nên ngạt , chảy mũi kéo dài. Bạn nên đi khám chuyên khoa tai mũi họng, nội soi để bác sĩ thăm khám, chẩn đoán và điều trị. Thân mến."
355,Chủ đề nổi bật,https://edoctor.io/hoi-dap/bong-bo-len-mu-phai-boi-thuoc-gi,,
356,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thuong-xuyen-tho-kho-khe-tho-bi-chan-la-dau-hieu-cua-benh-gi,"Bác sĩ ơi cứ vào mùa đông là cháu cảm thấy mũi khò khè, thở bị chặn. Mặc dù cháu không bị viêm hay sổ mũi nhưng cảm giác đấy vẫn cứ xuất hiện khiến cháu phải thở mạnh, thở phì phò. Vậy cháu bị bệnh gì ạ? Cháu đã nhỏ mũi nhưng tác dụng không khả quan lắm ạ.","Chào bạn, dựa theo triệu chứng bạn mô tả thay đổi theo mùa nhất định trong năm, ngạt mũi, khó thở hơn thì có thể bạn đang bị viêm mũi dị ứng, các cuốn mũi phù nề, sung huyết gây cảm giác khó chịu. Bạn nên đi khám chuyên khoa tai mũi họng để bác sĩ thăm khám, chẩn đoán và kê đơn thuốc điều trị. Thân mến. "
357,Chủ đề nổi bật,https://edoctor.io/hoi-dap/nen-tiem-phong-dai-khi-nao,"chào bác sĩ ,e năm nay 28 tuổi..bác sĩ cho e hỏi: chó đã tiêm 3 mũi vắc xin phòng dại và 1 mũi vắc xin (mũi này  khi chó cắn người khác không cần đi tiêm phòng lại  )và e năm vừa rồi bị vật nhọn đâm trúng chân ,e đã tiêm uốn ván 3 mũi
  vậy cho e hỏi: chó đã tiêm đủ như vậy và e đã tiêm uốn ván bị vật nhọn đâm trúng,liệu e có đi tiêm phòng vắc xin uốn ván bị chó cắn nữa k ạ?
e cảm ơn bác sĩ ","Chào bạn, cảm ơn bạn đã gửi câu hỏi đến eDoctor! Khi bạn đã tiêm 3 mũi vaccine uốn ván cho người ở vùng có nguy cơ cao và người lớn nói chung, thì đối với vết thương nhỏ thì trên 10 năm mới khuyến cáo tiêm nhắc lại khi bị thương và với vết thương lớn, tổn thương rộng thì ngoài 5 năm khuyến cáo tiêm nhắc lại. Còn bình thường thì nên tiêm nhắc lại khi quá 10 năm bạn nhé. Bạn cứ đối chiếu khuyến cáo đó và tùy đánh giá vết thương để xử lý bạn nhé. Nhắc thêm rằng, dù chó có tiêm phòng dại thì khi bị cắn bạn cũng nên tiêm phòng dại và theo dõi chặt chẽ! Trân trọng!"
358,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cach-so-cap-cuu-khi-bi-bong-tai-nha,chào bác sỹ con em bị bỏng bô xe em thoa dầu mù u dc k ạ,"Chào bạn! Với chăm sóc vết bỏng thì quan trọng là tránh viêm nhiễm thêm, tránh chuyển độ bỏng, che phủ được tổn thương sâu, không nên thoa, xức những loại dầu hay cream không dùng cho chuyên khoa bỏng hoặc được khuyến cáo điều trị, những loại đó chỉ làm chậm liền và tổn thương thêm tế bào non mà thôi. Trân trọng!"
359,Chủ đề nổi bật,https://edoctor.io/hoi-dap/viem-mui-di-ung-nen-uong-thuoc-nao-thi-tot-cho-nguoi-cao-huyet-ap-phi-dai-tuyen-tien-liet,"Tôi bị viêm mũi dị ứng điều trị nhiều phương thuốc đông và Tây y đã 6 năm nay! Hiện tại ngày nào có dấu hiệu bị hắt hơi xổ mũi thì tôi dùng 1/2 viên zyzocete 10mg, hoặc 1 viên Clorpheniramin 4mg , hoặc 1ml Daleston D là ổn được 1 - 2 ngày. Có khi được dài hơn! Xin hỏi trong các lựa chọn trên lựa chọn nào phù hợp với tôi ( tôi 68 tuổi, bị bệnh cao huyết áp, phì đại tuyến tiền liệt 34g). Xin các bác sĩ tư vấn!","Chào bác, với bệnh lý viêm mũi dị ứng sẽ không thể khỏi hoàn toàn được , khi gặp các tác nhân gây dị ứng như thời tiết, bụi nhà, phấn hoa, thức ăn... thì sẽ nặng lên. Để xác định tình trạng cụ thể bác nên đi khám chuyên khoa tai mũi họng để bác sĩ thăm khám và kê đơn thuốc trong đợt cấp. Thân mến. "
360,Chủ đề nổi bật,https://edoctor.io/hoi-dap/dau-khuyu-tay-nen-lam-gi-de-het-dau,"Tôi là nữ 40 tuổi, bị đau khuỷu tay phải hơn 2 tháng, chưa uống thuốc gì. Có sưng nhẹ, không va đập vào đâu. Cách đây 3 năm bị viêm khớp gối trái, điều trị bằng thuốc tây đã ổn định. Xin hỏi bác sĩ tôi bị sao vậy? cần phải làm gì lúc này? Cảm ơn bác sĩ!","Chào chị! Cảm ơn chị đã gửi câu hỏi đến eDoctor! Xin trả lời câu hỏi của chị, với biểu hiện đau tại khớp khuỷu tay phải 1 bên thì có thể có nhiều bệnh như viêm điểm bám lồi cầu, viêm bao hoạt dịch khớp, thoái hóa... do vậy, chị nên đi khám để chụp X Quang, siêu âm tại vùng đau để đánh giá đúng bệnh và điều trị sẽ nhanh ổn định! Trân trọng!"
361,Chủ đề nổi bật,https://edoctor.io/hoi-dap/roi-loan-tinh-than-cang-thang-lo-au-hau-covid-co-nghiem-trong,,
362,Chủ đề nổi bật,https://edoctor.io/hoi-dap/trieu-chung-roi-loan-tien-dinh-co-nguy-hiem,"Tôi là Nam 29 tuổi. Khoảng 3 ngày nay người tôi thường xuyên bị mệt mỏi, hay buồn nôn chóng mặt. Đặc biệt dây thần kinh đầu giựt liên tục xuống tay, nằm xuống cảm nhận rất rõ. Bác sỹ cho tôi hỏi là tôi đang bị gì được không ạ. Cảm ơn Bác sĩ !","chào bạn, theo bạn mô tả triệu chứng thì có thể bạn bị chứng rối loạn tiền đình. Nếu các triệu chứng kéo dài bạn nên đi khám để được bs cho thuốc uống"
363,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tac-dung-phu-cua-thuoc-anh-huong-den-huyet-ap-nguoi-lon-tuoi,"Bác sĩ cho tôi hỏi, Mẹ tôi 60t bị CHA + mỡ máu + đau thắt ngực đã lâu, bình thường huyết áp mẹ tôi mỗi sáng đo tầm 110/70, sáng nay Mẹ tôi uống 1v losartan 50, sau đó 2-3h mẹ tôi chóng mặt huyết áp lên 133/81 , mẹ tôi uống thêm 1v losartan nữa, như vậy có sao không ạ?
Ngoài ra, Mẹ tôi từng uống coversyl 5mg mấy tháng trời nhưng ngày nào cũng mệt, đau đầu, chóng mặt, ho, buồn nôn, huyết áp cũng không ổn định, Mẹ đi khám lại mới chuyển sang losartan theo đơn bác sĩ được 2 tháng nay, mấy ngày đầu ổn nhưng sau đó lại bị như cũ, vậy có phải đổi thuốc nữa không ạ?do dịch bệnh nơi khám nên Mẹ tôi chưa đi khám lại được  mong bác sĩ tư vấn giúp ạ!","Chào bạn, huyết áp dao động khoảng 110/70-130/80 mmHg là tương đối ổn nhé. Nếu bác có chóng mặt đau đầu cần tìm nguyên nhân khác nữa với huyết áp như trên. Ngoài ra khi chưa dùng thuốc thì huyết áp của bác dao động khoảng bao nhiêu? Nếu bác dùng thuốc chưa ổn thì có thể thay thuốc hoặc dùng loại thuốc phổi hợp. Bạn nên cho bác đến chuyên khoa Tim mạch để đo huyết áp trong 24 giờ để xem sự dao động của huyết áp nhé. Chúc bác nhiều sức khỏe!"
364,Chủ đề nổi bật,https://edoctor.io/hoi-dap/ngoi-lau-dung-day-dau-cung-e-o-phan-hong-la-bi-gi,"gần đây tôi có triệu chứng ngồi lâu khoảng 30 phút, khi đứng dậy phần hông ở lưng cảm giác cứng, ê nữa.Tôi 39 tuổi, không béo phì.","Chào bạn, có tê bì mặt sau đùi chân bên nào kèm theo không hoặc có vận động mạnh không? Bạn nên đến chuyên khoa thần kinh để khám và đánh giá cột sống thắt lưng để xem tổn thương (nếu có) và được tư vấn điều trị nhé. Chúc bạn nhiều sức khỏe!"
365,Chủ đề nổi bật,https://edoctor.io/hoi-dap/ngua-da-dau-va-co-gau-la-dau-hieu-cua-benh-da-dau-nao,"Xin chào bác sĩ, e là nam năm nay 20 tuổi.
Em bị ngứa trên phần da đầu và có gầu rất nhiều. Bác sĩ có thể cho em đây có phải viêm da tiết bã không ạ? Em xin cảm ơn!","Chào ban! Cảm ơn bạn đã gửi câu hỏi đến eDoctor! Với tổn thương của bạn thì bs cần thêm thông tin để có thể định hướng chính xác, tuy nhiên nhìn hình ảnh và triệu chứng bạn mô tả bs nghĩ nhiều đến nấm da đầu hơn là viêm da tiết bã bạn nhé. Trân trọng!"
366,Chủ đề nổi bật,https://edoctor.io/hoi-dap/ung-do-ngua-rat-lau-ngay-la-dau-hieu-cua-benh-gi,"mình có một phần da bị ửng đỏ, ngứa rát cả tháng nay rồi mà ko hết! mình không biết lý do là gì nhưng từ tháng trước thì tự nhiên mình cảm thấy rất rát và nó dần ửng đỏ và nổi mẩn lên như này","Chào bạn! Cảm ơn bạn đã gửi câu hỏi đến eDoctor! Nhìn tổn thương và triệu chứng bạn miêu tả thì có thể nghĩ tới viêm da tiếp xúc dị ứng, bạn nên bỏ cái vòng của bạn ra, và dùng Eumovate và Sudocrem để bôi bạn nhé! Trân trọng!"
